group_value,group_id,created_by_value,created_when,email,modified_by_value,modified_when,extraction_timestamp,date,history_date
Workload Widget,9154074664913282723,sysadm,2019-05-14 11:25:19,NULL,sysadm,2019-05-14 14:06:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Task Operations,9154074832013282726,sysadm,2019-05-14 11:25:27,NULL,sysadm,2019-05-23 16:21:23,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Work with Contract/AA in ROE,9154082180813317898,sysadm,2019-05-15 07:50:47,NULL,sysadm,2019-05-29 09:23:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sign Contract/AA Document Verbal,9154082180813317951,sysadm,2019-05-15 07:58:46,NULL,sysadm,2019-06-24 14:57:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Warehouse,9154084218113358590,sysadm,2019-05-15 13:54:40,NULL,sysadm,2019-05-15 13:54:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Assigning User to any Warehouse,9154084370013358601,sysadm,2019-05-15 13:55:00,NULL,sysadm,2019-05-15 13:55:00,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Stock Item,9154084370013358690,sysadm,2019-05-15 14:24:02,NULL,sysadm,2019-05-15 14:24:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Change Logical Status of Serialized Stock Item,9154084556913358701,sysadm,2019-05-15 14:26:29,NULL,sysadm,2019-05-15 14:26:29,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Change Physical Status of Serialized Stock Item,9154084556913358704,sysadm,2019-05-15 14:26:42,NULL,sysadm,2019-05-15 14:26:42,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Reservation Entries,9154084556913358714,sysadm,2019-05-15 14:27:17,NULL,sysadm,2019-05-15 14:27:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Move Order [Physical Verification],9154084556913358739,sysadm,2019-05-15 14:29:04,NULL,sysadm,2019-05-15 14:29:04,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Shipment Order [Transfer],9154084556913358769,sysadm,2019-05-15 14:30:39,NULL,sysadm,2019-05-15 14:30:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Availability of Bulk Dispatch/Receive button,9154084556913358781,sysadm,2019-05-15 14:31:23,NULL,sysadm,2019-05-15 14:31:23,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Search operations,9154084556913358787,sysadm,2019-05-15 14:31:44,NULL,sysadm,2019-05-15 14:31:44,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Work with CCT,9154091865113322503,sysadm,2019-05-16 10:44:29,NULL,sysadm,2019-05-16 10:51:34,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create NCT,9154091865113322526,sysadm,2019-05-16 10:45:23,NULL,sysadm,2019-05-16 10:53:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CPM Catalog Configuration,9154091865113322547,sysadm,2019-05-16 10:46:17,NULL,sysadm,2019-05-16 10:46:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cancel field works,9154091865113322566,sysadm,2019-05-16 10:47:06,NULL,sysadm,2019-05-16 13:45:37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Department,9154187482513311177,sysadm,2019-05-27 12:21:45,NULL,sysadm,2019-05-27 12:21:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create/Modify/Delete Employee,9154187482513311183,sysadm,2019-05-27 12:22:34,NULL,sysadm,2019-05-27 12:22:34,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Enable/Diable/Delete Resource Group,9154187482513311210,sysadm,2019-05-27 12:25:58,NULL,sysadm,2019-05-27 12:25:58,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Manage Work Catalog,9154187553013311343,sysadm,2019-05-27 12:33:20,NULL,sysadm,2019-05-27 12:33:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Access to Employee Calendar Manager,9154187553013311368,sysadm,2019-05-27 12:35:40,NULL,sysadm,2019-05-27 12:35:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
My Work Items,9154187553013311394,sysadm,2019-05-27 12:38:49,NULL,sysadm,2019-05-27 12:38:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
My Employee Activities,9154187553013311401,sysadm,2019-05-27 12:39:15,NULL,sysadm,2019-05-27 12:39:15,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Manual Work Orders,9154187553013311414,sysadm,2019-05-27 12:40:24,NULL,sysadm,2019-05-27 12:40:24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Map,9154187553013311417,sysadm,2019-05-27 12:40:42,NULL,sysadm,2019-05-30 12:11:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sign Customer Modification E-signature,9154189166013293278,sysadm,2019-05-27 17:06:51,NULL,sysadm,2019-05-27 17:06:51,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Perform Notification Task,9154195433513285336,sysadm,2019-05-28 10:26:10,NULL,sysadm,2019-05-28 10:26:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF PIM,9154264722613290579,sysadm,2019-06-05 11:12:54,NULL,sysadm,2019-06-05 11:12:54,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Send Contract/AA Document,9154430360013335598,sysadm,2019-06-24 15:06:20,NULL,sysadm,2019-06-24 15:07:56,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Edit Market ID,9154454252613280007,sysadm,2019-06-27 09:57:30,NULL,sysadm,2019-06-27 09:58:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: CATV Warehouse,9154463080213301613,sysadm,2019-06-28 09:54:00,NULL,sysadm,2019-06-28 09:54:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Business roles assignment/modification,9154505693313293190,sysadm,2019-07-03 08:19:27,NULL,sysadm,2019-07-03 08:19:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
View Users and Roles List,9154505693313293211,sysadm,2019-07-03 08:20:14,NULL,sysadm,2019-07-03 08:20:14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create User Account,9154505693313293214,sysadm,2019-07-03 08:20:24,NULL,sysadm,2019-07-03 08:20:24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Remove User,9154505693313293232,sysadm,2019-07-03 08:21:28,NULL,sysadm,2019-07-03 08:21:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Access to Technicians Work Item Operations Set,9155174455313661730,sysadm,2019-09-18 18:17:52,NULL,sysadm,2019-09-18 18:29:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
WFM Desktop Admin,9155603773013183529,DIKR,2019-11-07 11:16:01,NULL,sysadm,2019-12-05 11:48:13,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Personal Data Operator,9155769795713341826,sysadm,2019-11-26 15:39:16,NULL,sysadm,2019-12-05 11:07:42,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
RO Users,7021328724013885308,NULL,NULL,NULL,sysadm,2017-06-10 02:55:28,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Query based optimization,8012550816013963245,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Query based optimization configuration view,8012550816013963250,NULL,NULL,NULL,NULL,NULL,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Error Handling Configurator,9100959100013533278,Administrator,2009-10-09 17:04:38,NULL,Administrator,2009-10-09 17:37:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Full Inventory RO Users,9123438419713985421,NULL,NULL,NULL,sysadm,2017-05-27 06:02:14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Data Sources Roles,9132139352413204355,NULL,NULL,NULL,sysadm,2017-05-27 05:57:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Administrators,9134384776213202551,Power_User02,2013-02-15 06:59:49,NULL,Power_User02,2013-05-25 12:40:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Sales Users,9134807660013454492,NULL,NULL,NULL,sysadm,2017-05-27 05:59:40,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
SFA Dynamically Assigned Roles,9136555100013918966,sysadm,2013-10-24 18:33:52,NULL,sysadm,2013-10-25 01:19:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Modify Opportunity Parameters,9136556633113919875,sysadm,2013-10-24 23:11:47,NULL,sysadm,2013-10-24 23:11:47,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Reconciliation Discrepancy Report RW Users,9136865389913507141,Administrator,2013-11-29 16:11:33,NULL,Administrator,2013-12-02 13:55:06,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Revenue Split,9136899062913073034,sysadm,2013-12-03 14:24:49,NULL,sysadm,2013-12-03 14:24:49,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Competitor,9136899062913073038,sysadm,2013-12-03 14:27:56,NULL,sysadm,2013-12-03 14:27:56,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Create Proposal,9137010920013182228,sysadm,2013-12-16 11:46:50,NULL,sysadm,2013-12-16 11:46:50,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Account Manager_product,9138014876613676230,NULL,NULL,NULL,sysadm,2017-03-30 06:34:25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Reseller Sales Agent,9138369607113323220,gvs,2014-05-22 17:57:07,NULL,gvs,2014-05-22 18:11:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
ROE_Users,9139492100013277138,NULL,NULL,NULL,sysadm,2017-05-27 06:04:14,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PLM Managers,9140838289513454318,gavrusev,2015-03-04 11:29:37,NULL,Administrator,2015-12-24 18:33:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Marketing Manager Role,9141459041713518617,sysadm,2015-05-15 07:55:27,NULL,sysadm,2015-05-15 09:16:45,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
AMGroup,9142358576813292376,NULL,NULL,NULL,sysadm,2017-05-27 05:50:18,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PLM Implementers,9142809182013589056,sysadm,2015-10-18 13:59:49,NULL,Administrator,2015-12-24 18:33:00,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Business Roles,9147376284813858023,sysadm,2017-03-30 05:05:03,NULL,sysadm,2017-03-30 07:47:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Operations Analyst,9147376560213858116,sysadm,2017-03-30 06:21:15,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Collector,9147376560213858125,sysadm,2017-03-30 06:22:03,NULL,sysadm,2018-03-01 03:56:29,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CSD Provisioning Project Manager,9147377015513858140,sysadm,2017-03-30 06:23:07,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Service B,9147377015513858146,sysadm,2017-03-30 06:23:25,NULL,sysadm,2017-11-11 02:23:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Resource Coordinator,9147377015513858164,sysadm,2017-03-30 06:24:19,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Project Manager,9147377015513858188,sysadm,2017-03-30 06:29:53,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
SuperUser,9147377015513858207,sysadm,2017-03-30 06:30:41,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
System Admin,9147377015513858212,sysadm,2017-03-30 06:30:52,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Relationships - View,9147377069913858306,sysadm,2017-03-30 07:13:55,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contact Management - View,9147377069913858318,sysadm,2017-03-30 07:14:25,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Activity Management  - Full Access,9147377330013858336,sysadm,2017-03-30 07:15:20,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Note Management  - View,9147377330013858356,sysadm,2017-03-30 07:16:11,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Note Management - Operate,9147377330013858359,sysadm,2017-03-30 07:16:17,NULL,sysadm,2017-03-30 07:19:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Note Management - Full Access,9147377330013858362,sysadm,2017-03-30 07:16:24,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Rewards - Full Access,9147377330013858368,sysadm,2017-03-30 07:16:39,NULL,sysadm,2017-03-30 07:22:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Address Management  - Full Access,9147377330013858377,sysadm,2017-03-30 07:17:03,NULL,sysadm,2017-03-30 07:19:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contract Items - Full Access,9147439010013881754,sysadm,2017-04-06 10:36:05,NULL,sysadm,2017-04-06 10:36:05,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
CBM,9147550106113889572,sysadm,2017-04-19 07:49:47,NULL,sysadm,2017-04-25 10:08:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account - View,9147550106113889577,sysadm,2017-04-19 07:50:56,NULL,sysadm,2017-04-19 07:50:56,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account - 1,9147550106113889580,sysadm,2017-04-19 07:51:03,NULL,sysadm,2017-04-19 07:51:03,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Lifeline Profile - 4,9147550106113889625,sysadm,2017-04-19 08:12:03,NULL,sysadm,2017-04-19 08:13:35,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Lifeline Profile - 5,9147550474613889631,sysadm,2017-04-19 08:12:26,NULL,sysadm,2017-04-19 08:12:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Deposits Management - Full Access,9147550474613889671,sysadm,2017-04-19 08:16:00,NULL,sysadm,2017-04-19 08:16:00,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Payment Management - 2,9147550474613889677,sysadm,2017-04-19 08:17:27,NULL,sysadm,2017-04-19 08:17:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Invoices Generation - Full Access,9147550517913889733,sysadm,2017-04-19 08:19:46,NULL,sysadm,2017-04-19 08:19:46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Notification User Role II,9147601941713912394,sysadm,2017-04-25 07:53:49,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Notification User Role III,9147601941713912397,sysadm,2017-04-25 07:53:57,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
AM - All Reports,9147609425213933199,sysadm,2017-04-26 05:01:54,NULL,sysadm,2017-04-26 05:01:54,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
AM - Move Orders - Full Access,9147609425213933208,sysadm,2017-04-26 05:02:21,NULL,sysadm,2017-04-26 05:02:21,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
AM - Shipment Orders,9147609425213933219,sysadm,2017-04-26 05:02:57,NULL,sysadm,2017-04-26 05:02:57,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Handbooks Management - View,9147609425213933225,sysadm,2017-04-26 05:03:11,NULL,sysadm,2017-04-26 05:03:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse Management - View,9147609820413933243,sysadm,2017-04-26 05:03:53,NULL,sysadm,2017-04-26 05:03:53,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Operations - Manual Tasks and Assignement,9147609820413933263,sysadm,2017-04-26 05:11:57,NULL,sysadm,2017-04-26 05:11:57,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Change Resources,9147610250013933359,sysadm,2017-04-26 06:40:09,NULL,sysadm,2017-04-26 06:40:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Cities/Municipalities - Full Access,9147610250013933362,sysadm,2017-04-26 06:40:17,NULL,sysadm,2017-04-26 06:40:17,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Countries - Full Access,9147610250013933368,sysadm,2017-04-26 06:40:31,NULL,sysadm,2017-04-26 06:40:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Countries - View,9147610250013933371,sysadm,2017-04-26 06:40:39,NULL,sysadm,2017-04-26 06:40:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Countries/States - View,9147610250013933377,sysadm,2017-04-26 06:40:55,NULL,sysadm,2017-04-26 06:40:55,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Hunt Group,9147610250013933380,sysadm,2017-04-26 06:41:02,NULL,sysadm,2017-04-26 06:41:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Provider Locations - View,9147610250013933407,sysadm,2017-04-26 06:42:25,NULL,sysadm,2017-04-26 06:42:25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Security,9147610490013933434,sysadm,2017-04-26 06:55:59,NULL,sysadm,2017-04-26 06:57:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Audit,9147610490013933438,sysadm,2017-04-26 06:56:27,NULL,sysadm,2017-04-26 06:56:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Navigation - My Desktop,9147610490013933444,sysadm,2017-04-26 06:56:42,NULL,sysadm,2017-04-26 06:56:42,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
User Profile  - Distribution Channels,9147610490013933465,sysadm,2017-04-26 06:57:27,NULL,sysadm,2017-04-26 06:57:27,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
User Profile  - Full access,9147610490013933470,sysadm,2017-04-26 06:57:33,NULL,sysadm,2017-04-26 06:57:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Users & Groups - Full Access,9147877199513950766,sysadm,2017-05-27 03:52:19,NULL,sysadm,2017-05-27 03:52:19,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Order Management Group 1,9148059880613671936,sysadm,2017-06-17 07:13:56,NULL,sysadm,2017-06-17 07:14:51,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Catalog Comprehensive Report,9148153581813666565,sysadm,2017-06-28 03:34:35,NULL,sysadm,2017-06-28 03:34:35,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Directory Exceptions Report,9148153581813666571,sysadm,2017-06-28 03:34:48,NULL,sysadm,2017-06-28 03:34:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Offering Audit Report,9148153581813666618,sysadm,2017-06-28 03:36:33,NULL,sysadm,2017-06-28 03:36:33,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
PPV/VOD Detail Report,9148153581813666624,sysadm,2017-06-28 03:36:46,NULL,sysadm,2017-06-28 03:36:46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Subscriber Detail Report,9148153622013666638,sysadm,2017-06-28 03:37:16,NULL,sysadm,2017-06-28 03:37:16,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Tax Configuration Report,9148153622013666646,sysadm,2017-06-28 03:37:30,NULL,sysadm,2017-06-28 03:37:30,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Apple,9148206643213654134,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Blackberry,9148206643213654136,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: CES,9148206643213654137,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Default Manufacturer,9148206643213654142,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: LG,9148206643213654147,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: SUPERIOR COMMUNICATIONS,9148207744413654638,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Technocel,9148207744413654643,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: VITEL MOBILE,9148207744413654644,sysadm,2017-07-04 05:52:30,NULL,sysadm,2017-07-04 06:13:11,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Customer Accounts - Apple Care,9148317510913673797,sysadm,2017-07-17 04:46:16,NULL,sysadm,2017-07-17 06:04:52,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OE,9148585616013660262,sysadm,2017-08-17 04:33:18,NULL,sysadm,2017-08-17 04:39:08,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Can save for later,9148585616013660280,sysadm,2017-08-17 04:35:05,NULL,sysadm,2019-05-15 12:38:25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Transfer a BPI,9148585616013660307,sysadm,2017-08-17 04:36:31,NULL,sysadm,2017-08-17 06:06:07,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
TS,9148810832413702156,sysadm,2017-09-12 05:15:49,NULL,sysadm,2017-10-12 04:03:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Address Management - 3,9149139800013755527,sysadm,2017-10-20 07:04:52,NULL,sysadm,2017-10-20 07:04:52,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Disputes Management - Flow Comment,9149182642413694810,sysadm,2017-10-25 07:47:04,NULL,sysadm,2017-10-25 07:47:04,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Disputes Management - Operate 1,9149182642413694816,sysadm,2017-10-25 07:48:09,NULL,sysadm,2017-10-25 07:48:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Billing Account - 6,9149182642413694840,sysadm,2017-10-25 07:51:25,NULL,sysadm,2017-10-25 07:51:25,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
HMS Administrator,9149494048413734672,sysadm,2017-11-30 09:41:04,NULL,sysadm,2017-12-13 04:27:52,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Adjustments Approval - Restart Flow,9149535762013710826,sysadm,2017-12-05 03:50:37,NULL,sysadm,2017-12-05 03:50:37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
User Reports,9149664140013680483,sysadm,2017-12-20 07:17:10,NULL,sysadm,2017-12-20 07:17:10,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Product Reports 2,9149666948513681304,sysadm,2017-12-20 07:18:26,NULL,sysadm,2017-12-20 07:18:26,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
OM Operations - 1,9149673860013683433,sysadm,2017-12-21 05:50:39,NULL,sysadm,2017-12-21 05:50:39,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Stock Items Search,9149682587113686224,sysadm,2017-12-22 03:38:41,NULL,sysadm,2017-12-22 03:38:41,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
SIM Card Search,9149682587113686238,sysadm,2017-12-22 03:40:50,NULL,sysadm,2017-12-22 03:40:50,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
User Search,9149682587113686256,sysadm,2017-12-22 03:43:29,NULL,sysadm,2017-12-22 03:43:29,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Move Orders Search,9150727760013944350,sysadm,2018-04-22 10:36:02,NULL,sysadm,2018-04-22 10:36:02,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contact Management - Duplicates Check,9150762320013946425,sysadm,2018-04-26 04:37:46,NULL,sysadm,2018-04-26 04:37:46,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Contact Management - Create Contact from Activity,9150762320013946429,sysadm,2018-04-26 04:38:03,NULL,sysadm,2018-04-26 04:38:04,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Address Management - New Address,9150762320013946433,sysadm,2018-04-26 04:38:37,NULL,sysadm,2018-04-26 04:38:37,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Ability to Create/Update/Delete Configuration Item by OM Bulk Tool,9151055969513453750,sysadm,2018-05-30 01:42:52,NULL,sysadm,2018-05-30 01:42:52,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Tasks in Jeopardies Report,9151497260813561949,sysadm,2018-07-20 06:35:47,NULL,sysadm,2018-07-20 06:35:48,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
ODT Users,9152087898013962728,sysadm,2018-09-26 12:14:00,NULL,sysadm,2018-09-26 12:21:09,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
SCM External Import Users,9152755491813932163,sysadm,2018-12-12 20:03:24,NULL,sysadm,2018-12-12 20:03:24,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Warehouse: Temporary Warehouse,9153407972013230880,sysadm,2019-02-26 07:24:54,NULL,sysadm,2019-02-27 09:14:32,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF Users & Groups,9153701137813216306,sysadm,2019-04-01 05:43:58,NULL,sysadm,2019-04-01 05:44:31,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF Groups,9153778794513227461,sysadm,2019-04-10 05:12:10,NULL,sysadm,2019-04-10 05:45:01,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
VF Business Roles,9153978650013311022,sysadm,2019-05-03 08:18:29,NULL,sysadm,2019-05-03 08:56:20,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Update Business Customer Account,9153978758013311104,sysadm,2019-05-03 08:37:30,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
Override CA duplicate check,9153978758013311113,sysadm,2019-05-03 08:38:38,NULL,sysadm,2019-05-28 17:07:38,2020-10-04 00:00:00,2020-10-04,2020-10-04-00-00-00
